-174,1488,0
-172,1486,0
-169,1485,0
-167,1483,0
-167,1483,0
-162,1480,0
-165,1481,0
-169,1484,0
-174,1488,0
-184,1493,0
-200,1497,0
-256,1505,0
-320,1513,0
-377,1519,0
-411,1524,0
-410,1522,0
-401,1519,8
-390,1516,0
-380,1516,16
-373,1515,8
-371,1514,-8
-367,1515,8
-365,1516,8
-365,1517,8
-362,1518,16
-358,1521,24
-350,1526,39
-337,1532,32
-325,1537,16
-313,1542,16
-297,1548,24
-259,1557,-8
-249,1558,-8
-241,1558,-8
-230,1557,-8
-215,1559,-32
-200,1561,-39
-163,1569,-32
-129,1577,-32
-99,1585,-32
-93,1584,-32
-90,1581,-32
-87,1577,-32
-85,1572,-39
-79,1565,-48
-74,1557,-39
-69,1549,-48
-60,1539,-48
-54,1530,-32
-51,1519,-24
-49,1508,-24
-48,1496,-32
-49,1483,-39
-54,1447,-39
-56,1436,-39
-57,1424,-39
-58,1413,8
-56,1401,16
-52,1387,16
-37,1345,16
-27,1334,56
-15,1327,64
-3,1319,56
10,1313,56
26,1306,39
44,1298,39
94,1281,48
152,1264,56
213,1258,48
274,1252,56
391,1242,56
475,1235,24
535,1231,16
561,1229,16
583,1234,0
604,1239,8
623,1246,8
640,1253,8
661,1255,8
680,1265,8
697,1284,16
710,1303,8
716,1320,16
725,1339,24
732,1358,24
739,1376,24
733,1393,8
726,1409,16
720,1422,16
713,1434,16
710,1438,16
708,1442,16
705,1446,16
697,1452,-39
664,1459,-39
619,1466,-24
571,1473,-24
490,1480,-16
419,1482,-8
350,1498,-8
302,1501,8
252,1500,8
214,1499,16
191,1501,16
137,1501,0
74,1504,0
4,1501,-16
-46,1495,8
-93,1492,-8
-113,1491,24
-112,1493,32
-102,1495,24
-97,1495,16
-92,1493,8
-87,1492,0
-77,1488,0
-65,1486,0
-53,1485,-8
-40,1481,0
-26,1478,8
-11,1479,0
6,1477,8
61,1472,8
117,1465,16
169,1457,16
217,1451,16
230,1450,56
243,1451,48
256,1454,39
268,1458,39
282,1462,8
299,1461,-24
318,1459,-24
366,1453,-16
400,1454,-16
407,1456,-8
410,1460,0
413,1461,-24
411,1462,-16
409,1462,-24
404,1460,-32
399,1456,-48
391,1451,-56
379,1448,-16
340,1441,-8
297,1434,-8
268,1424,16
238,1415,39
205,1415,24
160,1421,32
120,1422,39
83,1426,39
47,1435,24
19,1443,39
-5,1456,24
-18,1472,48
-37,1485,8
-56,1493,8
-86,1498,-24
-118,1499,-8
-138,1508,8
-143,1517,-16
-137,1522,-24
-132,1522,-16
-125,1522,-8
-118,1522,-8
-109,1522,-16
-100,1521,-16
-88,1517,-16
-48,1509,-8
-18,1507,8
9,1508,8
34,1509,8
54,1517,72
65,1530,56
68,1536,48
73,1541,8
98,1562,-8
121,1579,-16
144,1596,-16
151,1604,-16
153,1605,-32
153,1606,-16
151,1606,-16
149,1605,-16
146,1605,-16
139,1603,-39
135,1600,-32
129,1596,-39
120,1590,-56
112,1584,-8
104,1571,-32
94,1556,-32
85,1541,-32
78,1531,48
72,1523,0
66,1518,0
61,1512,0
56,1507,0
40,1549,0
-13,1676,0
-62,1791,0
-90,1909,0
-109,2022,0
-126,2124,0
-155,2222,0
-186,2314,0
-215,2397,0
-240,2471,0
-263,2538,0
-271,2560,0
-278,2581,0
-285,2602,0
-292,2621,0
-298,2640,0
-305,2658,0
-311,2676,0
-317,2693,0
-320,2705,0
-324,2715,0
-327,2725,0
-330,2735,0
-332,2744,0
-335,2753,0
-338,2762,0
-340,2770,0
-343,2778,0
-345,2786,0
-348,2794,0
-350,2801,0
-352,2808,0
-354,2815,0
-356,2821,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-358,2828,0
-355,2837,0
-352,2846,0
-351,2855,0
-350,2863,0
-349,2870,0
-348,2878,0
-347,2885,0
-346,2892,0
-346,2899,0
-348,2904,-16
-352,2910,-16
-356,2915,-16
-359,2920,-16
-363,2925,-16
-366,2930,-16
-369,2934,-16
-372,2939,-16
-375,2943,-16
-378,2947,-16
-381,2951,-16
-383,2955,-16
-386,2959,-16
-388,2962,-16
-391,2966,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-393,2969,-16
-79,1432,8
-81,1431,0
-84,1429,0
-89,1429,-8
-90,1427,0
-92,1425,0
-95,1424,8
-96,1423,0
-97,1424,0
-94,1424,0
-93,1424,8
-92,1424,8
-92,1425,8
-92,1427,8
-97,1428,0
-105,1429,0
-108,1429,-8
-106,1431,0
-105,1432,-8
-108,1431,0
-108,1429,8
-106,1427,8
-108,1426,16
-108,1424,16
-106,1424,24
-105,1424,24
-100,1426,32
-91,1430,39
-80,1435,39
-69,1440,39
-58,1445,39
-53,1448,-8
-50,1452,-8
-47,1455,-8
-44,1458,-8
-42,1461,-8
-39,1464,-8
-31,1465,-8
-5,1464,-8
69,1459,16
144,1439,0
278,1402,-16
386,1370,0
475,1356,0
550,1336,-24
613,1316,-24
663,1280,-56
693,1249,-39
713,1217,-39
708,1213,0
688,1216,0
661,1223,0
637,1229,0
615,1235,0
592,1240,-16
569,1245,-16
560,1247,-16
551,1249,-16
538,1250,0
484,1262,0
427,1271,16
373,1277,24
272,1291,32
171,1305,39
103,1321,39
62,1340,39
48,1350,48
38,1363,56
24,1379,72
0,1391,8
-37,1404,8
-134,1411,-39
-219,1409,-24
-285,1403,-24
-322,1399,-8
-328,1406,8
-312,1414,32
-303,1418,32
-292,1425,32
-281,1433,32
-270,1437,-16
-260,1439,0
-250,1440,0
-238,1441,0
-223,1443,16
-206,1444,8
-183,1445,8
-157,1446,16
-80,1449,16
-7,1452,16
60,1455,32
176,1472,32
284,1497,24
367,1512,24
438,1526,16
498,1540,8
516,1550,39
532,1556,0
550,1560,-16
568,1560,-39
587,1553,-64
598,1545,-39
600,1536,-32
597,1534,-24
592,1533,-24
583,1533,-24
571,1532,-39
560,1529,-48
545,1525,-32
526,1524,-24
469,1518,-8
416,1513,8
367,1511,16
324,1508,32
276,1508,24
228,1512,24
156,1522,32
130,1528,24
115,1535,24
101,1543,24
76,1550,16
34,1561,-32
-5,1561,-24
-50,1559,-8
-53,1559,-16
-63,1556,-32
-71,1553,-24
-77,1550,-24
-80,1546,-24
-81,1544,-24
-83,1540,-24
-85,1537,-24
-83,1531,-32
-81,1523,-32
-76,1518,-16
-67,1509,-8
-61,1499,8
-57,1488,32
-53,1476,48
-46,1468,64
-38,1461,64
-33,1460,64
-27,1460,48
-20,1462,48
-17,1468,64
-14,1471,39
-11,1474,56
-10,1481,32
-12,1489,39
-16,1500,16
-24,1515,8
-31,1531,16
-44,1560,8
-45,1568,-8
-43,1576,-8
-36,1580,-16
-29,1586,-8
-25,1592,-16
-23,1599,-16
-24,1607,-8
-25,1614,-8
-26,1621,-8
-25,1625,-8
-24,1625,-8
-19,1627,-8
-16,1628,0
-15,1628,0
-19,1632,0
-22,1640,0
-24,1647,0
-26,1654,0
-29,1665,0
-29,1673,0
-27,1678,0
-23,1682,0
-21,1686,0
-22,1692,0
-26,1698,0
-30,1704,0
-33,1711,0
-35,1721,0
-41,1730,0
-51,1739,0
-64,1746,0
-107,1766,0
-146,1784,0
-154,1785,0
-150,1780,0
-145,1776,0
-140,1775,0
-134,1774,0
-129,1772,0
-125,1768,0
-120,1765,0
-115,1762,0
-111,1759,0
-107,1756,0
-108,1752,0
-109,1749,0
-111,1749,0
-113,1749,0
-114,1750,0
-117,1750,0
-120,1751,0
-121,1750,0
-122,1749,0
-123,1749,0
-126,1748,0
-130,1748,0
-134,1748,0
-138,1749,0
-143,1750,0
-148,1750,0
-155,1751,0
-161,1752,0
-168,1752,0
-174,1752,0
-179,1752,0
-184,1752,0
-186,1754,0
-187,1753,0
-190,1749,0
-190,1747,0
-189,1748,0
-183,1749,0
-179,1750,0
-176,1750,8
-173,1750,8
-173,1753,24
-176,1759,24
-179,1769,8
-181,1778,16
-180,1781,16
-176,1783,8
-172,1787,8
-170,1791,-8
-170,1797,0
-168,1801,8
-158,1804,-8
-151,1804,-8
-140,1805,-8
-128,1804,-8
-115,1804,-8
-72,1804,-8
-60,1802,-16
-49,1798,-24
-42,1795,-32
-38,1792,-32
-34,1787,-16
-27,1779,-16
-18,1770,-16
-8,1762,-16
-1,1753,-16
4,1744,-16
11,1735,-16
16,1726,-16
19,1720,0
24,1711,-48
30,1702,-64
37,1692,-64
38,1682,-39
43,1670,-24
41,1658,-16
43,1648,16
42,1638,24
40,1629,16
36,1621,24
32,1615,16
26,1608,8
15,1601,8
-17,1589,0
-44,1574,0
-70,1556,0
-99,1541,0
-131,1525,-8
-160,1509,-8
-187,1499,0
-203,1490,0
-211,1478,0
-214,1467,8
-211,1465,39
-206,1463,32
-198,1460,32
-187,1461,39
-173,1462,-8
-153,1465,8
-135,1467,16
-111,1468,24
-39,1471,24
35,1469,8
160,1460,16
291,1453,16
412,1449,8
522,1425,-48
600,1404,-24
661,1381,-56
709,1359,-56
739,1337,-56
735,1318,-39
720,1312,-64
694,1302,-56
630,1287,-48
562,1274,-16
492,1266,39
425,1248,16
360,1229,32
290,1230,39
222,1241,32
164,1257,32
90,1281,48
20,1303,48
-35,1323,16
-59,1342,16
-68,1362,8
-70,1376,16
-67,1384,8
-53,1388,24
-40,1393,0
-25,1398,0
-8,1412,8
14,1418,39
40,1424,24
76,1426,16
117,1427,-8
154,1423,8
196,1418,24
281,1413,39
374,1415,24
480,1415,16
563,1410,32
628,1412,64
686,1420,32
744,1427,16
799,1432,-8
847,1432,-8
886,1421,-24
912,1409,-39
930,1387,-72
932,1381,-56
929,1380,-64
911,1379,-39
901,1379,-56
889,1378,-56
871,1377,-24
815,1369,-39
760,1361,-24
643,1343,8
526,1327,24
399,1318,8
283,1316,8
165,1340,16
63,1356,39
-30,1375,24
-93,1392,-8
-84,1402,-48
-77,1413,-8
-75,1409,-8
-78,1407,-8
-78,1406,-16
-74,1407,-16
-68,1408,8
-60,1407,8
-48,1407,39
-29,1410,48
28,1414,32
84,1408,0
136,1399,8
233,1377,16
332,1355,0
436,1343,16
538,1332,16
627,1337,24
691,1342,56
748,1357,32
791,1369,39
841,1374,-8
886,1372,8
919,1379,-8
941,1389,-24
943,1396,-16
931,1407,-16
918,1416,-56
900,1426,-56
895,1429,-56
883,1431,-48
867,1430,-32
846,1428,0
789,1419,-24
725,1418,24
658,1419,24
530,1424,8
414,1436,8
309,1436,-16
216,1426,0
204,1243,0
208,1082,0
165,1101,-16
101,1156,8
72,1188,-8
30,1244,-16
2,1292,-16
0,1316,-16
6,1326,-8
21,1341,0
43,1346,8
70,1353,32
137,1364,64
214,1362,64
296,1372,24
385,1385,24
459,1382,16
521,1374,32
584,1372,56
648,1369,16
701,1371,16
750,1366,32
789,1364,48
821,1377,24
850,1402,16
870,1421,24
897,1441,0
924,1451,-8
955,1450,-39
968,1452,-39
963,1455,-32
956,1447,0
949,1446,-39
941,1445,-48
928,1445,-48
910,1445,-48
888,1445,-39
867,1443,-39
798,1440,-8
735,1431,-24
672,1425,8
561,1428,24
465,1430,48
358,1441,8
277,1451,48
217,1461,64
193,1480,96
178,1489,0
149,1496,8
107,1494,-8
37,1502,24
12,1511,48
16,1515,32
22,1517,-8
26,1517,-16
32,1518,-8
40,1518,-16
51,1518,-32
64,1519,-32
97,1520,-8
133,1521,-16
158,1527,24
180,1534,32
199,1544,39
226,1553,24
249,1562,16
271,1564,16
299,1565,8
318,1565,0
342,1568,0
365,1571,0
382,1575,0
394,1579,0
402,1573,0
399,1571,0
397,1571,0
390,1571,0
385,1571,0
383,1574,8
380,1577,8
381,1581,0
380,1583,0
381,1586,0
382,1589,0
385,1592,0
388,1593,0
391,1593,0
393,1589,0
395,1583,0
399,1581,0
406,1583,0
413,1586,0
418,1590,0
422,1594,0
427,1597,0
432,1597,0
438,1595,0
441,1598,0
444,1601,0
446,1604,0
